GEO,UNIT,SECTOR,NA_ITEM\TIME	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
Netherlands,Million euro,General government,Government consolidated gross debt at face value - Long-term debt securities	176 790.0	171 760.0	174 533.0	172 590.0	182 742.0	197 270.0	202 788.0	198 491.0	193 346.0	201 245.0	213 874.0	242 927.0	268 302.0	300 876.0	323 669.0	336 076.0	335 798.0	326 173.0	316 755.0	302 174.0	294 065.0
Austria,Million euro,General government,Government consolidated gross debt at face value - Long-term debt securities	99 863.4	103 168.0	113 823.9	121 162.4	126 175.8	129 096.9	138 282.8	144 191.4	149 175.2	160 246.3	177 168.8	191 003.4	201 612.4	206 045.9	208 580.2	217 024.2	227 715.3	233 762.0	237 687.7	232 997.5	227 269.6
Portugal,Million euro,General government,Government consolidated gross debt at face value - Long-term debt securities	46 139.4	48 431.9	52 016.5	58 688.1	58 178.8	57 103.6	66 671.3	75 776.5	78 629.4	81 926.4	94 561.5	113 325.7	112 118.0	103 859.6	106 869.5	98 795.0	111 184.7	117 809.4	126 751.1	136 063.1	140 390.9
Slovenia,Million euro,General government,Government consolidated gross debt at face value - Long-term debt securities	3 692.2	4 072.7	4 513.2	5 170.7	5 560.1	6 021.0	6 275.6	6 890.2	6 846.8	7 221.1	10 596.4	12 127.4	15 118.4	15 559.2	21 414.5	25 443.7	26 960.7	26 347.7	27 273.6	27 877.4	27 460.1
Slovakia,Million euro,General government,Government consolidated gross debt at face value - Long-term debt securities	3 401.0	4 275.4	6 637.1	6 934.1	7 975.3	10 280.6	10 812.4	12 700.9	14 474.3	15 900.7	19 437.2	23 654.9	25 900.1	31 470.4	34 322.8	35 162.1	35 184.3	35 473.9	37 048.4	36 955.3	38 184.1
Finland,Million euro,General government,Government consolidated gross debt at face value - Long-term debt securities	48 386.8	46 130.0	44 872.0	44 185.0	47 318.0	48 442.0	49 988.0	48 254.0	44 989.0	43 195.0	49 190.0	60 819.0	68 018.0	76 643.0	83 318.0	89 278.0	94 732.0	99 208.0	97 917.0	100 279.0	99 368.0
Belgium,Million euro,General government,Government consolidated gross debt at face value - Loans	36 951.6	35 977.7	36 259.2	37 302.9	41 113.0	40 848.1	44 168.0	45 525.4	45 529.7	47 358.1	50 535.1	55 155.4	62 530.0	67 556.9	71 995.3	83 957.4	82 344.9	82 688.5	79 398.9	78 510.4	76 559.4
Germany (until 1990 former territory of the FRG),Million euro,General government,Government consolidated gross debt at face value - Loans	496 483.4	473 429.7	464 861.5	455 211.8	471 532.1	474 144.5	474 886.9	469 559.2	448 111.8	470 214.2	472 099.1	705 510.3	676 803.5	669 325.7	645 881.6	628 906.6	606 035.2	599 051.6	570 656.2	544 645.1	530 735.9
Ireland,Million euro,General government,Government consolidated gross debt at face value - Loans	3 914.0	3 339.8	2 960.0	2 258.9	1 656.9	1 744.0	1 973.9	2 016.1	2 085.9	2 792.8	2 842.1	34 137.8	37 308.1	60 610.9	71 331.0	63 382.1	55 142.9	55 422.5	49 538.1	50 002.2	48 259.3
Greece,Million euro,General government,Government consolidated gross debt at face value - Loans	33 838.8	39 970.0	47 231.0	44 868.0	43 495.0	42 261.0	40 147.0	40 489.0	38 056.0	38 482.0	36 626.0	66 812.0	103 507.0	210 598.0	240 216.0	243 789.0	245 099.0	251 861.0	256 539.0	275 596.0	266 689.0
Spain,Million euro,General government,Government consolidated gross debt at face value - Loans	56 918.0	57 356.0	57 830.0	58 232.0	59 027.0	66 885.0	66 897.0	67 272.0	67 737.0	80 820.0	93 390.0	112 269.0	129 939.0	217 934.0	214 224.0	216 087.0	196 579.0	183 635.0	170 089.0	155 256.0	152 961.0
France,Million euro,General government,Government consolidated gross debt at face value - Loans	173 075.0	172 536.0	165 136.0	167 406.0	182 796.0	186 279.0	190 466.0	193 431.0	208 989.0	209 090.0	228 121.0	244 030.0	235 223.0	269 551.0	285 004.0	296 374.0	299 826.0	287 563.0	280 919.0	281 416.0	280 367.0
Italy,Million euro,General government,Government consolidated gross debt at face value - Loans	83 106.7	75 751.0	81 589.2	78 335.6	119 758.5	116 134.2	126 614.3	149 144.8	149 617.3	145 294.9	148 765.8	150 609.3	154 854.8	180 050.2	182 553.7	177 204.5	178 065.3	178 357.4	183 783.3	179 991.6	173 242.7
Cyprus,Million euro,General government,Government consolidated gross debt at face value - Loans	676.0	735.6	662.8	2 306.0	2 470.8	2 595.6	2 736.2	2 793.8	2 897.2	3 459.0	3 395.3	3 376.2	4 094.2	6 337.0	11 030.0	12 230.7	13 159.2	13 081.2	12 094.9	10 298.9	8 672.4
Luxembourg,Million euro,General government,Government consolidated gross debt at face value - Loans	776.8	881.6	994.6	1 112.3	1 464.1	1 721.2	2 030.4	2 562.3	2 861.6	3 652.6	3 750.5	3 863.6	3 956.4	4 441.1	4 689.8	4 820.2	4 924.5	4 492.7	4 155.5	4 057.4	3 951.8
Malta,Million euro,General government,Government consolidated gross debt at face value - Loans	546.6	590.8	589.5	540.5	628.2	558.4	552.7	489.1	475.5	494.1	434.2	441.0	460.1	345.2	377.3	387.3	373.5	328.9	346.6	367.6	401.1
Netherlands,Million euro,General government,Government consolidated gross debt at face value - Loans	60 157.0	54 031.0	53 436.0	52 649.0	50 062.0	48 648.0	49 407.0	48 171.0	52 369.0	65 531.0	80 725.0	80 580.0	87 331.0	97 407.0	95 882.0	95 133.0	94 298.0	91 750.0	84 421.0	79 859.0	81 843.0
Austria,Million euro,General government,Government consolidated gross debt at face value - Loans	31 067.9	31 424.3	29 115.3	27 163.4	24 448.3	26 378.2	34 318.0	33 564.6	32 428.7	30 591.9	33 583.4	36 965.6	41 004.1	42 140.9	42 545.6	48 426.5	50 095.7	45 448.0	45 865.2	44 340.0	43 629.0
Portugal,Million euro,General government,Government consolidated gross debt at face value - Loans	6 198.3	6 479.2	8 379.6	10 394.5	14 310.7	17 979.0	17 466.8	17 338.5	18 479.8	17 267.6	20 259.0	26 932.4	62 359.4	86 749.8	95 281.9	99 606.0	91 208.5	85 646.8	75 560.8	69 137.2	66 540.9
Slovenia,Million euro,General government,Government consolidated gross debt at face value - Loans	1 160.2	1 245.0	1 268.8	1 166.2	1 070.1	1 016.9	1 143.8	967.0	823.1	826.6	1 043.4	1 618.5	1 913.0	2 997.8	3 339.4	3 716.8	4 595.7	4 937.1	4 019.3	3 791.0	3 855.8
Slovakia,Million euro,General government,Government consolidated gross debt at face value - Loans	4 957.1	5 904.6	4 081.2	3 716.3	3 483.5	3 692.9	2 979.2	2 734.9	2 614.9	2 866.8	2 844.4	2 915.4	3 814.6	5 150.9	6 233.0	5 534.8	5 779.1	5 977.5	6 120.5	6 240.4	6 658.2
Finland,Million euro,General government,Government consolidated gross debt at face value - Loans	5 817.1	6 435.0	7 114.0	7 926.0	11 375.0	11 114.0	11 300.0	10 624.0	11 241.0	12 336.0	13 469.0	14 757.0	18 344.0	24 286.0	25 634.0	27 608.0	31 627.0	31 889.0	30 903.0	31 750.0	33 539.0
Belgium,Million euro,General government,Government consolidated gross debt at face value - Short-term loans	4 823.2	3 092.1	2 505.6	2 461.5	2 777.7	3 200.4	3 127.8	3 057.6	2 897.0	4 381.1	6 140.7	7 082.4	9 651.3	6 813.8	6 283.5	8 201.2	6 009.1	7 087.2	5 843.0	6 055.9	5 165.2
Germany (until 1990 former territory of the FRG),Million euro,General government,Government consolidated gross debt at face value - Short-term loans	19 268.8	14 064.2	20 097.6	24 488.1	30 928.1	30 575.7	34 053.5	37 867.2	40 067.4	59 065.7	45 403.5	211 754.7	171 472.2	124 279.7	100 534.9	95 832.6	85 121.1	91 299.8	82 662.0	72 044.4	64 565.2
Ireland,Million euro,General government,Government consolidated gross debt at face value - Short-term loans	83.8	109.7	233.2	351.2	285.9	515.9	230.1	360.8	373.3	437.1	691.3	731.2	557.6	1 885.9	1 446.1	1 296.0	1 040.6	690.9	514.3	671.2	304.1
Greece,Million euro,General government,Government consolidated gross debt at face value - Short-term loans	2 105.6	4 210.0	3 209.0	2 901.0	2 809.0	3 713.0	3 123.0	3 911.0	3 842.0	4 290.0	3 413.0	3 169.0	2 918.0	2 491.0	2 164.0	2 370.0	1 509.0	2 198.0	2 036.0	2 241.0	2 266.0
Spain,Million euro,General government,Government consolidated gross debt at face value - Short-term loans	5 382.0	5 809.0	6 799.0	6 014.0	6 507.0	6 554.0	4 567.0	4 859.0	4 928.0	8 089.0	9 775.0	8 438.0	15 232.0	15 139.0	12 078.0	11 620.0	11 239.0	9 485.0	8 844.0	6 669.0	5 889.0
France,Million euro,General government,Government consolidated gross debt at face value - Short-term loans	10 971.0	10 605.0	5 532.0	6 861.0	18 565.0	16 719.0	16 218.0	15 810.0	23 128.0	14 757.0	21 145.0	29 685.0	9 013.0	9 199.0	8 042.0	11 282.0	12 619.0	11 486.0	6 756.0	8 171.0	9 878.0
Italy,Million euro,General government,Government consolidated gross debt at face value - Short-term loans	6 736.1	7 013.6	8 047.8	10 190.8	8 894.6	9 680.5	11 956.5	12 437.5	12 227.9	13 437.4	14 959.1	15 568.6	17 038.7	19 413.5	16 594.9	13 880.7	14 754.9	12 145.0	11 854.6	11 539.3	11 054.0
Cyprus,Million euro,General government,Government consolidated gross debt at face value - Short-term loans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	2.4	6.5	6.4	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Luxembourg,Million euro,General government,Government consolidated gross debt at face value - Short-term loans	81.6	112.4	167.5	187.3	370.7	600.3	491.6	466.8	486.7	516.8	510.4	586.7	519.6	474.3	495.6	515.0	542.3	501.1	217.1	625.0	144.8
Malta,Million euro,General government,Government consolidated gross debt at face value - Short-term loans	67.9	60.1	69.8	57.8	138.5	99.3	88.6	34.9	39.8	75.6	42.8	49.0	55.7	80.3	20.2	27.2	31.2	27.6	31.0	30.9	26.5
Netherlands,Million euro,General government,Government consolidated gross debt at face value - Short-term loans	5 543.0	5 900.0	8 479.0	9 006.0	7 041.0	5 019.0	4 118.0	3 592.0	9 012.0	10 751.0	9 966.0	12 172.0	17 524.0	26 427.0	25 539.0	26 141.0	26 426.0	24 159.0	19 956.0	15 638.0	16 731.0
Austria,Million euro,General government,Government consolidated gross debt at face value - Short-term loans	661.2	1 166.5	1 684.4	1 605.5	1 905.6	2 801.9	4 470.7	4 402.2	4 440.3	2 613.1	2 563.7	3 089.2	4 691.0	2 181.2	2 021.1	2 811.5	2 257.7	1 732.8	2 222.7	2 310.5	2 194.7
Portugal,Million euro,General government,Government consolidated gross debt at face value - Short-term loans	998.9	1 204.6	1 622.2	1 432.9	1 827.6	3 091.4	2 519.5	2 887.9	3 407.6	2 389.6	1 985.2	4 359.1	5 129.2	3 827.1	2 518.3	2 616.9	3 410.5	2 815.8	1 446.2	1 283.0	1 497.8
Slovenia,Million euro,General government,Government consolidated gross debt at face value - Short-term loans	111.6	116.9	142.2	115.7	113.2	10.4	91.7	81.0	13.3	65.0	21.0	34.6	38.8	37.2	48.8	184.3	1 226.1	1 060.9	276.2	345.2	516.8
Slovakia,Million euro,General government,Government consolidated gross debt at face value - Short-term loans	37.3	15.8	46.3	44.0	36.1	323.8	157.7	26.7	88.4	253.6	283.1	326.3	310.1	109.7	677.8	182.8	217.0	113.6	175.1	188.6	239.8
Finland,Million euro,General government,Government consolidated gross debt at face value - Short-term loans	65.1	198.0	128.0	244.0	3 071.0	2 372.0	1 737.0	283.0	544.0	1 120.0	1 858.0	2 003.0	3 127.0	6 194.0	4 375.0	4 379.0	6 419.0	5 467.0	4 678.0	3 864.0	3 634.0
Belgium,Million euro,General government,Government consolidated gross debt at face value - Long-term loans	32 128.4	32 885.6	33 753.6	34 841.3	38 335.3	37 647.7	41 040.2	42 467.9	42 632.7	42 977.0	44 394.4	48 073.0	52 878.8	60 743.1	65 711.7	75 756.2	76 335.8	75 601.3	73 555.9	72 454.5	71 394.3
Germany (until 1990 former territory of the FRG),Million euro,General government,Government consolidated gross debt at face value - Long-term loans	477 214.5	459 365.5	444 763.9	430 723.6	440 604.0	443 568.9	440 833.5	431 692.0	408 044.5	411 148.5	426 695.6	493 755.6	505 331.2	545 046.0	545 346.6	533 074.0	520 914.1	507 751.8	487 994.3	472 600.7	466 170.7
Ireland,Million euro,General government,Government consolidated gross debt at face value - Long-term loans	3 830.2	3 230.1	2 726.8	1 907.7	1 371.0	1 228.1	1 743.9	1 655.3	1 712.6	2 355.6	2 150.8	33 406.7	36 750.5	58 725.1	69 884.9	62 086.1	54 102.3	54 731.6	49 023.8	49 331.0	47 955.2
Greece,Million euro,General government,Government consolidated gross debt at face value - Long-term loans	31 733.2	35 760.0	44 022.0	41 967.0	40 686.0	38 548.0	37 024.0	36 578.0	34 214.0	34 192.0	33 213.0	63 643.0	100 589.0	208 107.0	238 052.0	241 419.0	243 590.0	249 663.0	254 503.0	273 355.0	264 423.0
Spain,Million euro,General government,Government consolidated gross debt at face value - Long-term loans	51 536.0	51 547.0	51 031.0	52 218.0	52 519.0	60 331.0	62 330.0	62 412.0	62 809.0	72 731.0	83 615.0	103 831.0	114 707.0	202 795.0	202 146.0	204 468.0	185 340.0	174 149.0	161 244.0	148 587.0	147 072.0
France,Million euro,General government,Government consolidated gross debt at face value - Long-term loans	162 105.0	161 931.0	159 604.0	160 545.0	164 231.0	169 560.0	174 248.0	177 621.0	185 861.0	194 333.0	206 976.0	214 346.0	226 210.0	260 352.0	276 962.0	285 092.0	287 207.0	276 076.0	274 163.0	273 245.0	270 489.0
Italy,Million euro,General government,Government consolidated gross debt at face value - Long-term loans	76 370.6	68 737.4	73 541.4	68 144.7	110 863.9	106 453.7	114 657.8	136 707.3	137 389.4	131 857.5	133 806.8	135 040.7	137 816.1	160 636.7	165 958.8	163 323.8	163 310.4	166 212.4	171 928.7	168 452.3	162 188.7
Cyprus,Million euro,General government,Government consolidated gross debt at face value - Long-term loans	676.0	735.6	662.8	2 306.0	2 470.8	2 595.6	2 736.2	2 793.8	2 895.9	3 456.6	3 388.8	3 369.8	4 087.2	6 337.0	11 030.0	12 230.7	13 159.2	13 081.2	12 094.9	10 298.9	8 672.4
Luxembourg,Million euro,General government,Government consolidated gross debt at face value - Long-term loans	695.2	769.2	827.0	925.0	1 093.4	1 120.9	1 538.8	2 095.5	2 374.9	3 135.8	3 240.2	3 276.9	3 436.9	3 966.8	4 194.2	4 305.2	4 382.3	3 991.5	3 938.5	3 432.4	3 807.1
Malta,Million euro,General government,Government consolidated gross debt at face value - Long-term loans	478.8	530.7	519.7	482.7	489.7	459.1	464.0	454.1	435.7	418.5	391.4	391.9	404.4	264.9	357.1	360.0	342.3	301.2	315.6	336.7	374.6
Netherlands,Million euro,General government,Government consolidated gross debt at face value - Long-term loans	54 614.0	48 131.0	44 957.0	43 643.0	43 021.0	43 629.0	45 289.0	44 579.0	43 357.0	54 780.0	70 759.0	68 408.0	69 807.0	70 980.0	70 343.0	68 992.0	67 872.0	67 591.0	64 465.0	64 221.0	65 112.0
Austria,Million euro,General government,Government consolidated gross debt at face value - Long-term loans	30 406.7	30 257.9	27 431.0	25 557.9	22 542.7	23 576.3	29 847.3	29 162.4	27 988.4	27 978.8	31 019.7	33 876.5	36 313.1	39 959.7	40 524.6	45 614.9	47 838.0	43 715.2	43 642.6	42 029.5	41 434.4
Portugal,Million euro,General government,Government consolidated gross debt at face value - Long-term loans	5 199.4	5 274.6	6 757.3	8 961.7	12 483.1	14 887.6	14 947.3	14 450.6	15 072.2	14 878.0	18 273.8	22 573.3	57 230.3	82 922.7	92 763.6	96 989.1	87 798.0	82 831.0	74 114.6	67 854.2	65 043.1
Slovenia,Million euro,General government,Government consolidated gross debt at face value - Long-term loans	1 048.6	1 128.2	1 126.6	1 050.5	956.9	1 006.5	1 052.1	886.0	809.8	761.6	1 022.4	1 583.9	1 874.2	2 960.5	3 290.6	3 532.5	3 369.6	3 876.3	3 743.1	3 445.8	3 338.9
Slovakia,Million euro,General government,Government consolidated gross debt at face value - Long-term loans	4 919.8	5 888.9	4 034.9	3 672.3	3 447.4	3 369.1	2 821.5	2 708.2	2 526.5	2 613.2	2 561.3	2 589.1	3 504.5	5 041.2	5 555.2	5 352.0	5 562.1	5 864.0	5 945.4	6 051.8	6 418.5
Finland,Million euro,General government,Government consolidated gross debt at face value - Long-term loans	5 752.0	6 237.0	6 986.0	7 682.0	8 304.0	8 742.0	9 563.0	10 341.0	10 697.0	11 216.0	11 611.0	12 754.0	15 217.0	18 092.0	21 259.0	23 229.0	25 208.0	26 422.0	26 225.0	27 886.0	29 905.0
Belgium,Million euro,General government,Trade credits and advances - liabilities	1 773.5	1 955.5	1 525.0	1 595.0	1 565.0	1 661.6	1 401.7	1 618.6	1 659.1	2 143.2	2 929.0	2 800.1	3 289.2	3 872.8	3 752.2	5 346.4	5 288.9	6 935.4	7 276.4	7 394.8	7 450.3
Germany (until 1990 former territory of the FRG),Million euro,General government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	41 350.9	47 537.7	51 154.2	51 732.6
Ireland,Million euro,General government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	4 501.9	5 002.1	5 145.8	5 357.8
Greece,Million euro,General government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	3 012.0	2 841.0	2 628.0	2 871.0
Spain,Million euro,General government,Trade credits and advances - liabilities	14 440.0	15 843.0	15 420.0	17 265.0	17 929.0	18 899.0	22 109.0	28 134.0	29 853.0	33 508.0	32 594.0	30 647.0	36 589.0	23 582.0	24 024.0	17 777.0	16 822.0	14 228.0	12 991.0	10 803.0	11 773.0
France,Million euro,General government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	30 263.0	33 948.0	35 233.0	33 043.0
Italy,Million euro,General government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	44 353.9	45 570.9	47 780.9	49 443.9
Cyprus,Million euro,General government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	92.7	100.1	117.6	110.8
Luxembourg,Million euro,General government,Trade credits and advances - liabilities	280.1	284.7	355.3	437.7	457.1	526.9	599.1	647.1	470.2	458.8	484.5	568.5	521.7	620.3	587.6	619.8	731.0	765.0	757.3	1 251.1	1 215.1
Malta,Million euro,General government,Trade credits and advances - liabilities	:	:	:	:	:	21.7	17.2	19.5	23.9	96.4	69.4	63.3	82.0	105.3	109.7	115.5	104.4	106.4	123.6	141.8	168.9
Netherlands,Million euro,General government,Trade credits and advances - liabilities	3 967.0	4 326.0	4 802.0	5 199.0	5 477.0	5 499.0	5 684.0	6 037.0	6 253.0	6 796.0	6 999.0	6 811.0	6 733.0	6 449.0	6 513.0	6 571.0	6 494.0	6 398.0	6 372.0	6 435.0	6 624.0
Austria,Million euro,General government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	4 771.8	4 750.0	5 063.2	5 177.8
Portugal,Million euro,General government,Trade credits and advances - liabilities	6 587.6	5 984.6	6 043.1	6 025.2	6 855.2	6 413.2	4 657.0	5 617.4	4 931.6	4 071.6	5 638.8	6 891.4	6 073.9	5 411.7	4 608.4	3 445.8	2 553.2	2 659.7	2 929.6	2 610.7	2 460.0
Slovenia,Million euro,General government,Trade credits and advances - liabilities	:	:	381.6	413.7	376.2	495.4	454.9	443.1	571.6	651.9	656.6	670.4	656.2	668.8	773.6	715.3	581.6	623.2	567.4	712.3	738.9
Slovakia,Million euro,General government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	1 134.7	1 199.6	1 106.4	1 147.8
Finland,Million euro,General government,Trade credits and advances - liabilities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	4 371.0	4 621.0	4 711.0	4 278.0
Belgium,Million euro,Central government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Central government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Central government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Central government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Central government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Central government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Central government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Central government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Central government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Central government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Central government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Central government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Central government,Gross fixed capital formation	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
